"gene"	"gene_cor"	"DROSHA_p"	"gene_selected"	"genome_alignment"	"avg_pos"	"chromosome_name"
"PXYLP1"	"-0.117183039506612"	3.07267119345525	"DROSHA"	"chr3"	141278933.75	3
"MBNL1"	"0.117131769242516"	3.0703739902095	"DROSHA"	"chr3"	152365231.25	3
"LCTL"	"-0.11713083065256"	3.07033194438442	"DROSHA"	"chr15"	66560298.25	15
"WDR78"	"-0.11708030305692"	3.0680689163059	"DROSHA"	"chr1"	66908474.5	1
"CHCHD1"	"-0.11694556392693"	3.06203851025323	"DROSHA"	"chr10"	73782160.5	10
"HSP90AB1"	"-0.116836722733527"	3.05717174670793	"DROSHA"	"chr6"	44250411.25	6
"SNAP47"	"0.117673353264701"	3.05551245611396	"DROSHA"	"chr1"	227744854	1
"BRD4"	"0.117648750675495"	3.05442129181691	"DROSHA"	"chr19"	15272954.75	19
"CARD9"	"-0.116723465068756"	3.05211182010753	"DROSHA"	"chr9"	136371402	9
"DHX16"	"0.116691083415042"	3.05066593876848	"DROSHA"	"chr6"	30669383.5	6
"SIX3"	"-0.116632694240347"	3.04805969838913	"DROSHA"	"chr2"	44942301.25	2
"PYURF"	"-0.116616632873289"	3.04734299352919	"DROSHA"	"chr4"	88523604	4
"UBE2E2"	"0.11657649081402"	3.04555212525132	"DROSHA"	"chr3"	23281539	3
"LIMK2"	"0.116551456427191"	3.04443553944062	"DROSHA"	"chr22"	31261441.5	22
"KRT74"	"-0.116489082100982"	3.04165444971764	"DROSHA"	"chr12"	52573233.75	12
"ATG4D"	"-0.116477108651993"	3.04112074115128	"DROSHA"	"chr19"	10544362.6666667	19
"SEPT3"	"0.116408476867859"	3.03806247357499	"DROSHA"	"chr22"	41986764.25	22
"SUB1"	"0.117186882529045"	3.03397469459179	"DROSHA"	"chr5"	32590084.75	5
"DTX3"	"-0.116251473952787"	3.03107241794767	"DROSHA"	"chr12"	57607117	12
"COPS4"	"-0.116189574038783"	3.02831884439662	"DROSHA"	"chr4"	83046094.25	4
"SIN3A"	"0.117044389457127"	3.02768117906618	"DROSHA"	"chr15"	75408750	15
"GPR101"	"0.117528171342363"	3.02626073368914	"DROSHA"	"chrX"	137031320.75	24
"FZD2"	"-0.116074211564523"	3.0231905326684	"DROSHA"	"chr17"	44558212.75	17
"IFI16"	"-0.116062696193136"	3.02267887996455	"DROSHA"	"chr1"	159017613.5	1
"BNIP2"	"-0.116019001306406"	3.020737835713	"DROSHA"	"chr15"	59689278.75	15
"TMX2"	"0.115985761628854"	3.01926167824372	"DROSHA"	"chr11"	57719191.75	11
"GPX8"	"-0.115960726165441"	3.01815011586663	"DROSHA"	"chr5"	55160666.5	5
"ALG10"	"-0.115922898233401"	3.01647098164953	"DROSHA"	"chr12"	34024582.2	12
"EHD4"	"-0.115912552482699"	3.01601183222788	"DROSHA"	"chr15"	41930927	15
"AMY2A"	"-0.115771689618472"	3.00976391996046	"DROSHA"	"chr1"	103618175.428571	1
"STAC2"	"-0.115768221450797"	3.00961017662968	"DROSHA"	"chr17"	39220131.3333333	17
"TWISTNB"	"0.1157322004797"	3.00801361631298	"DROSHA"	"chr7"	19708914.75	7
"BDP1"	"0.116591329719772"	3.00771640339771	"DROSHA"	"chr5"	71479003.5	5
"U2SURP"	"0.115658086913048"	3.00473007326704	"DROSHA"	"chr3"	143021668.75	3
"MMP25"	"-0.115650934139324"	3.00441327485203	"DROSHA"	"chr16"	3048710	16
"CDH7"	"0.115592477327542"	3.00182486273511	"DROSHA"	"chr18"	65796112.5	18
"RB1"	"-0.116445433542588"	3.00130202296883	"DROSHA"	"chr13"	48318725.75	13
"KIAA1024L"	"-0.11550785090436"	2.99807975904946	"DROSHA"	"chr5"	129748273.5	5
"ZC2HC1B"	"-0.115506373572671"	2.99801440219662	"DROSHA"	"chr6"	143885963.75	6
"ADCY5"	"-0.115402205552268"	2.99340791480911	"DROSHA"	"chr3"	123347114.5	3
"IQGAP3"	"-0.115313601937576"	2.98949263670705	"DROSHA"	"chr1"	156562644.5	1
"LRRC61"	"0.11531125830708"	2.98938911122854	"DROSHA"	"chr7"	150336986.75	7
"NFRKB"	"0.116169259410981"	2.98917960244271	"DROSHA"	"chr11"	129884732.5	11
"CHMP4B"	"0.115278052690934"	2.98792251755681	"DROSHA"	"chr20"	33830108	20
"GCLC"	"0.115254002405382"	2.98686052345782	"DROSHA"	"chr6"	53518108.75	6
"UGT1A1"	"-0.115218402466596"	2.98528889215117	"DROSHA"	"chr2"	233763553	2
"ZC3H4"	"0.115197225576492"	2.98435420133063	"DROSHA"	"chr19"	47088063.5	19
"B4GALNT4"	"0.115095487553841"	2.97986589991787	"DROSHA"	"chr11"	373197.25	11
"ORAI2"	"0.115026012322262"	2.9768029482216	"DROSHA"	"chr7"	102442833	7
"NDUFA4L2"	"-0.11496653650864"	2.97418215298552	"DROSHA"	"chr12"	57236848	12
"FBLN7"	"-0.114946412951878"	2.97329568476339	"DROSHA"	"chr2"	112158509.25	2
"UBD"	"-0.114785531076148"	2.96621361650801	"DROSHA"	"chr6"	29557102.75	6
"MRPL46"	"-0.114783949696314"	2.96614404765016	"DROSHA"	"chr15"	88467268.75	15
"GEMIN4"	"0.114767110347221"	2.96540329559196	"DROSHA"	"chr17"	747462	17
"POLR3B"	"-0.115616188159782"	2.96498041770413	"DROSHA"	"chr12"	106371822.75	12
"POTEG"	"-0.114737117807963"	2.96408418350177	"DROSHA"	"chr14"	19432454.4285714	14
"USP36"	"0.114572520307416"	2.95685044328167	"DROSHA"	"chr17"	78819629.25	17
"SOCS7"	"-0.114570794584705"	2.95677465021386	"DROSHA"	"chr17"	38354932.5	17
"ACER2"	"-0.114551290914043"	2.95591812742104	"DROSHA"	"chr9"	19416961	9
"OSBP"	"0.114506319298165"	2.95394365073344	"DROSHA"	"chr11"	59609100.25	11
"INSL6"	"0.114351319748463"	2.94714370272126	"DROSHA"	"chr9"	5185532.75	9
"SLC35A2"	"0.115590295771703"	2.9417368451505	"DROSHA"	"chrX"	48909467	24
"GNB5"	"-0.114219622937282"	2.94137251858777	"DROSHA"	"chr15"	52162381	15
"TWIST2"	"0.114217553752173"	2.94128189059791	"DROSHA"	"chr2"	238848293	2
"MCM10"	"0.114178631740574"	2.93957742279035	"DROSHA"	"chr10"	13172285.25	10
"PLEKHA5"	"-0.11417828432529"	2.93956221115601	"DROSHA"	"chr12"	19129892	12
"TEP1"	"0.114169799013091"	2.93919069320005	"DROSHA"	"chr14"	20395539.5	14
"MRPL38"	"-0.114087574906966"	2.93559189626499	"DROSHA"	"chr17"	75903965.25	17
"FCER2"	"-0.114004993265363"	2.93197977648955	"DROSHA"	"chr19"	7697869.5	19
"POTEI"	"-0.113901473539292"	2.9274551170205	"DROSHA"	"chr2"	130506205.5	2
"MRPS33"	"-0.113889802910435"	2.92694524468357	"DROSHA"	"chr7"	141010582.75	7
"SPSB4"	"-0.113882105726293"	2.92660899167775	"DROSHA"	"chr3"	141066331.75	3
"NAA11"	"0.113865819616547"	2.92589759649285	"DROSHA"	"chr4"	79325705	4
"IL27RA"	"-0.113845209919682"	2.92499747217143	"DROSHA"	"chr19"	14035985	19
"EED"	"0.114691608529873"	2.92475651884601	"DROSHA"	"chr11"	86251064.25	11
"NUCKS1"	"0.113831910833872"	2.9244167143383	"DROSHA"	"chr1"	205733398.333333	1
"TCEAL2"	"0.115933073219611"	2.92162623926946	"DROSHA"	"chrX"	102127037	24
"OAS1"	"-0.113745238160485"	2.92063328512065	"DROSHA"	"chr12"	112908900	12
"TCF23"	"0.113744900079555"	2.92061853226123	"DROSHA"	"chr2"	27149662.25	2
"ZNF492"	"-0.113734180908817"	2.92015079935777	"DROSHA"	"chr19"	22658960	19
"GAS1"	"-0.113700245874964"	2.91867029699439	"DROSHA"	"chr9"	86946561.5	9
"C1orf74"	"-0.113685484780207"	2.91802642937176	"DROSHA"	"chr1"	209783422.75	1
"MRPS34"	"-0.113486817859386"	2.90936797165632	"DROSHA"	"chr16"	1773034.75	16
"TMEM14A"	"-0.113459027285451"	2.9081578556397	"DROSHA"	"chr6"	52678299.25	6
"PWP2"	"-0.113425794160616"	2.90671109478366	"DROSHA"	"chr21"	44116991.25	21
"SRP19"	"0.113405237063992"	2.90581635710268	"DROSHA"	"chr5"	112861400	5
"PPM1G"	"0.113395902671663"	2.90541012982703	"DROSHA"	"chr2"	27403808	2
"MGA"	"-0.114026042840414"	2.89597927563794	"DROSHA"	"chr15"	41711127	15
"RWDD3"	"-0.113106909283299"	2.89284802290962	"DROSHA"	"chr1"	95239315.75	1
"CBFA2T2"	"0.113849226933321"	2.88835930018483	"DROSHA"	"chr20"	33620362	20
"NMNAT2"	"-0.112910291413719"	2.8843176335706	"DROSHA"	"chr1"	183289956.75	1
"MRPL43"	"-0.112903923211108"	2.88404156564254	"DROSHA"	"chr10"	100987224.25	10
"KCNJ5"	"0.112868209455686"	2.88249359512759	"DROSHA"	"chr11"	128911463.5	11
"PAQR4"	"-0.112864065582583"	2.88231401201916	"DROSHA"	"chr16"	2970656.75	16
"GFM1"	"-0.112789929265782"	2.87910215489466	"DROSHA"	"chr3"	158648589.25	3
"PPP4R1"	"-0.112675335112344"	2.87414120445103	"DROSHA"	"chr18"	9582821.25	18
"DYRK1A"	"0.112672141826238"	2.87400302651319	"DROSHA"	"chr21"	37484844	21
"IMP4"	"-0.112646059942057"	2.87287455725524	"DROSHA"	"chr2"	130345209.75	2
"PIGG"	"0.112584880986537"	2.87022847431938	"DROSHA"	"chr4"	504919.5	4
"SERPINB8"	"-0.112472385764531"	2.86536621579538	"DROSHA"	"chr18"	63984833.5	18
"HINT3"	"0.112434692897236"	2.86373802309034	"DROSHA"	"chr6"	125957098.25	6
"OR8D1"	"0.11229632748628"	2.85776530042428	"DROSHA"	"chr11"	124310624.333333	11
"TMEM92"	"-0.112263976544206"	2.85636977126394	"DROSHA"	"chr17"	50277640	17
"OLFML3"	"-0.112242196343324"	2.85543043523155	"DROSHA"	"chr1"	113980706	1
"STK11"	"0.112151063172415"	2.85150179927989	"DROSHA"	"chr19"	1213489.5	19
"PACSIN1"	"-0.111963504672048"	2.84342529485143	"DROSHA"	"chr6"	34528990.5	6
"IFITM2"	"-0.111850517407776"	2.83856570589578	"DROSHA"	"chr11"	308293.25	11
"DYTN"	"-0.111820968162598"	2.83729550843654	"DROSHA"	"chr2"	206705980	2
"DEFB108B"	"0.111820283677014"	2.83726608881167	"DROSHA"	"chr11"	71836383.5	11
"OR2T5"	"-0.111755560835822"	2.8344849809184	"DROSHA"	"chr1"	248488794.8	1
"TGM5"	"-0.111667516970686"	2.83070407065006	"DROSHA"	"chr15"	43252305.25	15
"CFAP73"	"-0.111438399912398"	2.82087735725561	"DROSHA"	"chr12"	113152322.25	12
"CEP164"	"0.111404314819066"	2.81941699208342	"DROSHA"	"chr11"	117374026.25	11
"TAF6"	"0.112237144459103"	2.81937037491925	"DROSHA"	"chr7"	100112492	7
"NBPF3"	"-0.111387147422841"	2.81868161010226	"DROSHA"	"chr1"	21472601.75	1
"LENG9"	"-0.111348421337434"	2.81702310923403	"DROSHA"	"chr19"	54463347.5	19
"NIM1K"	"0.111259205129572"	2.81320423792091	"DROSHA"	"chr5"	43253701.75	5
"ALOX5AP"	"-0.11122975963618"	2.81194442750247	"DROSHA"	"chr13"	30746615.6666667	13
"XIRP1"	"0.111228372701842"	2.81188509549994	"DROSHA"	"chr3"	39188552.75	3
"INSYN2"	"0.111188962760592"	2.81019944155435	"DROSHA"	"chr10"	127176131.5	10
"DNASE2"	"-0.111185164966973"	2.81003702909331	"DROSHA"	"chr19"	12879171.75	19
"IL22"	"-0.111181256529812"	2.80986989009075	"DROSHA"	"chr12"	68253104.75	12
"CP"	"-0.111172496284069"	2.80949528897013	"DROSHA"	"chr3"	149206218.5	3
"TFAM"	"-0.111073537420203"	2.80526547438626	"DROSHA"	"chr10"	58386546.25	10
"FAM117A"	"-0.110999969766645"	2.80212311938957	"DROSHA"	"chr17"	49731280.75	17
"MED9"	"0.111743837617011"	2.79843368327638	"DROSHA"	"chr17"	17477186	17
"BCL6"	"0.110909672920428"	2.79826871336809	"DROSHA"	"chr3"	187731851.333333	3
"ACY1"	"-0.110816919364382"	2.79431232770601	"DROSHA"	"chr3"	51985854	3
"KRTAP9-9"	"-0.110780916349355"	2.79277741403741	"DROSHA"	"chr17"	41255511.5714286	17
"NEUROD1"	"0.110776331950116"	2.7925819993469	"DROSHA"	"chr2"	181678667	2
"ENSA"	"-0.110771480929569"	2.79237522743349	"DROSHA"	"chr1"	150628956.25	1
"VRK3"	"0.110730359000158"	2.79062275066363	"DROSHA"	"chr19"	50009767.5	19
"NAA15"	"-0.110683388702755"	2.78862173979385	"DROSHA"	"chr4"	139337237	4
"SIRT3"	"0.111442071913727"	2.78566651025685	"DROSHA"	"chr11"	231815.5	11
"GSTM4"	"-0.110571183318269"	2.78384464450547	"DROSHA"	"chr1"	109656594.5	1
"PLA2G5"	"-0.110490093878284"	2.7803949611318	"DROSHA"	"chr1"	20085848.5	1
"SH3GL1"	"0.110483463467186"	2.7801129909591	"DROSHA"	"chr19"	4365276	19
"HGS"	"0.110480200289453"	2.77997422393598	"DROSHA"	"chr17"	81693686.75	17
"FBXW12"	"-0.110448140598489"	2.77861107419419	"DROSHA"	"chr3"	48376873.75	3
"STIP1"	"-0.11037505744691"	2.77550494892933	"DROSHA"	"chr11"	64194868	11
"YWHAB"	"0.110302290050893"	2.77241404702012	"DROSHA"	"chr20"	44901655.25	20
"FUNDC2"	"-0.111615169095399"	2.77227741821862	"DROSHA"	"chrX"	155028628.75	24
"RCHY1"	"-0.110288831477476"	2.77184257153591	"DROSHA"	"chr4"	75514243.75	4
"IL2RB"	"0.11022980612252"	2.76933697455654	"DROSHA"	"chr22"	37138516.25	22
"CDH9"	"0.110222786030711"	2.76903905391374	"DROSHA"	"chr5"	26927607.5	5
"RDH5"	"-0.110175309604196"	2.7670246754005	"DROSHA"	"chr12"	55721617	12
"MINDY1"	"-0.11017388589817"	2.76696428076721	"DROSHA"	"chr1"	151000869.75	1
"RDX"	"0.110074100285039"	2.7627330187099	"DROSHA"	"chr11"	110266893.666667	11
"FAM83D"	"-0.110039185700328"	2.76125331590173	"DROSHA"	"chr20"	38937366.5	20
"DKC1"	"-0.111233327649001"	2.75627629857557	"DROSHA"	"chrX"	154767051.75	24
"PRELID2"	"-0.109893019895895"	2.75506320873071	"DROSHA"	"chr5"	145819757.5	5
"MAJIN"	"-0.109877767256702"	2.75441767904662	"DROSHA"	"chr11"	64950107.75	11
"GADD45GIP1"	"-0.109762783942106"	2.74955384113814	"DROSHA"	"chr19"	12957044.75	19
"PTPN2"	"0.110550640446491"	2.74812977987689	"DROSHA"	"chr18"	12871661.25	18
"PPP2R2C"	"0.109702154349456"	2.74699099380355	"DROSHA"	"chr4"	6370676.5	4
"SLC2A12"	"0.109697384226858"	2.74678941096439	"DROSHA"	"chr6"	134040821.25	6
"CTDSPL2"	"0.10963031866435"	2.7439560737422	"DROSHA"	"chr15"	44473388	15
"MRPS14"	"-0.109591784246576"	2.74232879025556	"DROSHA"	"chr1"	175020925.5	1
"IGBP1"	"0.111641222020875"	2.74078795563758	"DROSHA"	"chrX"	70134303.5	24
"B3GALT1"	"-0.109539276438925"	2.74011223084379	"DROSHA"	"chr2"	167869337.25	2
"NPAT"	"0.110318449650637"	2.73839626930059	"DROSHA"	"chr11"	108184337.75	11
"ATP4A"	"-0.109471365711143"	2.73724684178161	"DROSHA"	"chr19"	35562497	19
"RBFA"	"-0.109463992420422"	2.7369358312705	"DROSHA"	"chr18"	80036701.75	18
"SWSAP1"	"-0.109317250285757"	2.7307499833064	"DROSHA"	"chr19"	11375248.25	19
"C1QBP"	"-0.110114025426137"	2.72984167045841	"DROSHA"	"chr17"	5438536.75	17
"RPS6KB1"	"0.109291104101999"	2.72964856968118	"DROSHA"	"chr17"	59916007.75	17
"ARIH1"	"-0.109222805742167"	2.7267725807029	"DROSHA"	"chr15"	72474895	15
"MRPL49"	"-0.109222674208653"	2.72676704345916	"DROSHA"	"chr11"	65123488.25	11
"BLK"	"0.109221797431022"	2.72673013338515	"DROSHA"	"chr8"	11552521.25	8
"RABEP1"	"0.109123995521911"	2.72261456239642	"DROSHA"	"chr17"	5348954.5	17
"MAU2"	"0.109060089014667"	2.71992708556584	"DROSHA"	"chr19"	19330855.5	19
"LARS2"	"-0.109054867958239"	2.7197075843351	"DROSHA"	"chr3"	45433446.5	3
"TAF11"	"0.109852077231989"	2.71890027511811	"DROSHA"	"chr6"	34887867.5	6
"MTA1"	"0.109810989277504"	2.71718614082509	"DROSHA"	"chr14"	105443305.25	14
"LSM6"	"-0.108990338690284"	2.71699543798553	"DROSHA"	"chr4"	146182962.25	4
"TAS2R9"	"-0.108985539631742"	2.71679379136414	"DROSHA"	"chr12"	10809778.25	12
"IGIP"	"-0.108979187846248"	2.71652691434159	"DROSHA"	"chr5"	140128541	5
"STK26"	"0.11023130820433"	2.71451657013446	"DROSHA"	"chrX"	132067734	24
"NARF"	"0.108895802664601"	2.71302466586618	"DROSHA"	"chr17"	82472125.5	17
"ODAM"	"-0.108890937211722"	2.71282038550409	"DROSHA"	"chr4"	70197698.75	4
"FAM193A"	"-0.108877574782342"	2.71225939332401	"DROSHA"	"chr4"	2666502.66666667	4
"MIPEP"	"-0.10882392402541"	2.71000759386339	"DROSHA"	"chr13"	23888503	13
"PIP5K1A"	"-0.108822975997328"	2.70996781253474	"DROSHA"	"chr1"	151232739.25	1
"ZFP57"	"-0.109634025981017"	2.70980991794024	"DROSHA"	"chr6"	29674938.5	6
"RBM33"	"0.108794802833439"	2.70878574411719	"DROSHA"	"chr7"	155718739.75	7
"AFG3L2"	"-0.108642076830162"	2.70238246388769	"DROSHA"	"chr18"	12364850.75	18
"PAGE4"	"0.109923473507468"	2.70175421705612	"DROSHA"	"chrX"	49830830.6666667	24
"SMR3A"	"-0.108578704133223"	2.69972778368382	"DROSHA"	"chr4"	70366711.5	4
"DNAJC10"	"-0.108542690202479"	2.69821976778136	"DROSHA"	"chr2"	182725474	2
"ISLR"	"0.10844533120625"	2.69414524211866	"DROSHA"	"chr15"	74175072	15
"ZNF432"	"-0.10843013075126"	2.69350938486282	"DROSHA"	"chr19"	52041026	19
"MYBPHL"	"-0.108303320494906"	2.68820777685812	"DROSHA"	"chr1"	109299838.5	1
"PKP1"	"-0.108269796019991"	2.68680711589215	"DROSHA"	"chr1"	201316584.5	1
"VPS45"	"0.108246273832519"	2.68582458025608	"DROSHA"	"chr1"	150075401.75	1
"APLF"	"-0.108226442066295"	2.68499634129526	"DROSHA"	"chr2"	68519642	2
"GAPVD1"	"0.10818085480753"	2.6830929743488	"DROSHA"	"chr9"	125311252.25	9
"LRPPRC"	"-0.108139754635278"	2.68137755630649	"DROSHA"	"chr2"	43985789.75	2
"CD79A"	"0.10810107066045"	2.67976350686778	"DROSHA"	"chr19"	41879059.25	19
"LMBRD2"	"0.108093348104122"	2.67944135175064	"DROSHA"	"chr5"	36134861.75	5
"DTL"	"-0.108084036630721"	2.67905294002621	"DROSHA"	"chr1"	212074387.5	1
"MLKL"	"0.108028951564585"	2.67675576400597	"DROSHA"	"chr16"	74695584.75	16
"FAM83F"	"-0.108026518181589"	2.67665430994235	"DROSHA"	"chr22"	39995291.5	22
"ESM1"	"0.107941138439219"	2.67309587569855	"DROSHA"	"chr5"	54985408.25	5
"ARIH2OS"	"-0.107908625301345"	2.67174145059889	"DROSHA"	"chr3"	48919022.75	3
"HIST2H2AB"	"-0.10789380443606"	2.67112416501536	"DROSHA"	"chr1"	149887814.4	1
"DNM1"	"-0.107822278218319"	2.66814616002371	"DROSHA"	"chr9"	128212042.25	9
"MACC1"	"-0.107816436529641"	2.66790301691434	"DROSHA"	"chr7"	20159586.25	7
"DISP2"	"-0.107737454695199"	2.66461676410406	"DROSHA"	"chr15"	40366935.25	15
"NISCH"	"-0.107699941084692"	2.66305664839646	"DROSHA"	"chr3"	52467792	3
"RFX8"	"-0.107629392803745"	2.66012397701087	"DROSHA"	"chr2"	101417089	2
"MRPL39"	"-0.107628738599123"	2.66009678979731	"DROSHA"	"chr21"	25605232.75	21
"CLIC4"	"0.107616719666881"	2.65959733686128	"DROSHA"	"chr1"	24775781.5	1
"BLOC1S1"	"-0.107573382671711"	2.65779685149781	"DROSHA"	"chr12"	55716327.25	12
"PRPH"	"-0.107545878428194"	2.65665448564915	"DROSHA"	"chr12"	49295957	12
"TENT5C"	"-0.107489278011266"	2.65430443972639	"DROSHA"	"chr1"	117623054.25	1
"CRHR2"	"0.107479276658199"	2.65388929681815	"DROSHA"	"chr7"	30669542.5	7
"LCE6A"	"-0.107461224458425"	2.65314005959383	"DROSHA"	"chr1"	152843605	1
"WDR12"	"-0.107450714512926"	2.65270390633159	"DROSHA"	"chr2"	202907094.5	2
"TAF5L"	"0.108191702240132"	2.65008061230651	"DROSHA"	"chr1"	229605710.25	1
"TAF5"	"0.108073988834776"	2.64523651411763	"DROSHA"	"chr10"	103372141	10
"PDXDC1"	"-0.107265674722128"	2.64503104137763	"DROSHA"	"chr16"	15006674.75	16
"MRPL21"	"-0.107198570320302"	2.64225134955606	"DROSHA"	"chr11"	68896606	11
"TFCP2"	"-0.10714744480904"	2.64013457950493	"DROSHA"	"chr12"	51112727	12
"NPY1R"	"-0.107100778290473"	2.63820319841734	"DROSHA"	"chr4"	163326218.75	4
"CYP4A22"	"-0.106986445643294"	2.63347443965088	"DROSHA"	"chr1"	47141989.5	1
"GAB3"	"0.10814681009079"	2.62870932831225	"DROSHA"	"chrX"	154713466	24
"TMEM242"	"-0.106867298417139"	2.62855125317728	"DROSHA"	"chr6"	157322327	6
"TRIM45"	"-0.106806729404415"	2.62605036926567	"DROSHA"	"chr1"	117120974.25	1
"PPP4C"	"-0.106796316882702"	2.62562056295344	"DROSHA"	"chr16"	30083114.75	16
"AGAP5"	"-0.106780876710746"	2.62498329358727	"DROSHA"	"chr10"	73686768.5	10
"ATRIP"	"0.10673002231426"	2.62288492613566	"DROSHA"	"chr3"	48455848.25	3
"TBX3"	"-0.106660308588096"	2.62000980005857	"DROSHA"	"chr12"	114679631.25	12
"ZNF317"	"-0.106653440557777"	2.61972663833356	"DROSHA"	"chr19"	9160362.75	19
"PLEKHN1"	"-0.106600475403408"	2.61754347558507	"DROSHA"	"chr1"	969891.25	1
"BIRC5"	"-0.106585665352367"	2.61693319185842	"DROSHA"	"chr17"	78214479.5	17
"FANCD2OS"	"0.106565082363317"	2.616085143399	"DROSHA"	"chr3"	10104655	3
"RTBDN"	"-0.106561831786266"	2.61595122808066	"DROSHA"	"chr19"	12832470.25	19
"TAGAP"	"-0.106546831562563"	2.61533330412413	"DROSHA"	"chr6"	159042166	6
"BCCIP"	"0.106519116695341"	2.61419180906424	"DROSHA"	"chr10"	125823651.25	10
"COX5B"	"-0.106515276367556"	2.61403365755862	"DROSHA"	"chr2"	97646376.25	2
"LYRM2"	"-0.10649966695469"	2.6133908855399	"DROSHA"	"chr6"	89638689	6
"SPAG17"	"-0.10643236021794"	2.61062023835535	"DROSHA"	"chr1"	118069415.666667	1
"DNAJC4"	"-0.106416921060867"	2.60998490912985	"DROSHA"	"chr11"	64231974.5	11
"HIVEP3"	"-0.106231404560007"	2.60235710457546	"DROSHA"	"chr1"	41582776.25	1
"ZNF692"	"0.106208721656526"	2.60142525837002	"DROSHA"	"chr1"	248857387	1
"KIAA0391"	"-0.106188201980328"	2.60058243028642	"DROSHA"	"chr14"	35246184.25	14
"YWHAQ"	"0.106121414708048"	2.59784018463493	"DROSHA"	"chr2"	9630228.25	2
"KLHL9"	"0.106119793769548"	2.59777364858042	"DROSHA"	"chr9"	21334458.25	9
"CD163L1"	"0.1060894531006"	2.59652839275525	"DROSHA"	"chr12"	7408580	12
"APTX"	"0.106078981019361"	2.59609866486535	"DROSHA"	"chr9"	32994606.5	9
"TRIM44"	"0.106047204645513"	2.5947949296141	"DROSHA"	"chr11"	35663413.5	11
"GFER"	"-0.10601994203166"	2.59367665854785	"DROSHA"	"chr16"	1984421.75	16
"BPIFB4"	"0.106018139021782"	2.59360271066114	"DROSHA"	"chr20"	33083337	20
"PQBP1"	"0.108018359522215"	2.59283102334549	"DROSHA"	"chrX"	48900736.5	24
"PSG8"	"-0.105949046086216"	2.59076978871601	"DROSHA"	"chr19"	42759618.2	19
"MTX1"	"-0.105885859733998"	2.58818045652369	"DROSHA"	"chr1"	155209028.5	1
"RTCB"	"-0.105867876988707"	2.58744378255988	"DROSHA"	"chr22"	32400238.25	22
"TJP3"	"-0.105864051728142"	2.58728709253685	"DROSHA"	"chr19"	3733112.25	19
"RGS6"	"-0.10586304274015"	2.58724576327281	"DROSHA"	"chr14"	72407105.25	14
"SMIM22"	"0.105835138169273"	2.58610289730348	"DROSHA"	"chr16"	4795774	16
"MRPL35"	"-0.105781331058242"	2.58389990269833	"DROSHA"	"chr2"	86204516.5	2
"OPTN"	"0.105763239939243"	2.58315942749649	"DROSHA"	"chr10"	13115410.5	10
"CAND1"	"-0.105760034747948"	2.58302824952072	"DROSHA"	"chr12"	67295961.5	12
"SIK2"	"0.105746469464898"	2.58247310531471	"DROSHA"	"chr11"	111709687.25	11
"CYP8B1"	"0.105696916164072"	2.5804457188455	"DROSHA"	"chr3"	42875474.75	3
"ARHGAP30"	"-0.105672848332409"	2.57946132454484	"DROSHA"	"chr1"	161053303.25	1
"FDXACB1"	"0.105671134004989"	2.57939121458435	"DROSHA"	"chr11"	111877346	11
"BIN2"	"-0.105612641602595"	2.57699967502534	"DROSHA"	"chr12"	51305585.75	12
"NELFE"	"0.106398441440016"	2.57678536789731	"DROSHA"	"chr6"	31956304.75	6
"SPRR2G"	"-0.105590005928939"	2.57607449513751	"DROSHA"	"chr1"	153150041	1
"PPP1R3F"	"0.10682881876555"	2.57519579590195	"DROSHA"	"chrX"	49285041	24
"KRTAP21-3"	"-0.105523709350173"	2.57336577273091	"DROSHA"	"chr21"	30718717.75	21
"SCHIP1"	"-0.105508252846741"	2.57273446939538	"DROSHA"	"chr3"	159820407.125	3
"CPNE7"	"-0.105496112462891"	2.57223866569055	"DROSHA"	"chr16"	89578997	16
"NBEA"	"0.105460455347612"	2.57078274457294	"DROSHA"	"chr13"	35509056.2	13
"LTBP2"	"0.105452982770206"	2.57047768496236	"DROSHA"	"chr14"	74532276	14
"ANKRD33"	"-0.105409330589985"	2.56869600980228	"DROSHA"	"chr12"	51889396	12
"DCN"	"-0.105348253881786"	2.56620422631011	"DROSHA"	"chr12"	91178520.5	12
"WDR37"	"0.105334807377264"	2.56565581003512	"DROSHA"	"chr10"	1085146	10
"SSR3"	"-0.105319709877184"	2.56504013047544	"DROSHA"	"chr3"	156553506	3
"SLFNL1"	"-0.105299394483875"	2.56421178528409	"DROSHA"	"chr1"	41020319.25	1
"COL6A2"	"0.10529806865562"	2.56415773045034	"DROSHA"	"chr21"	46111998	21
"LHB"	"-0.105288131252726"	2.56375259528533	"DROSHA"	"chr19"	49016558.75	19
"SPACA1"	"-0.105275959550783"	2.56325641597297	"DROSHA"	"chr6"	88050487.5	6
"DIRAS1"	"-0.10523062443918"	2.56140876999516	"DROSHA"	"chr19"	2717726	19
"SNAP91"	"-0.105212904561798"	2.56068677942613	"DROSHA"	"chr6"	83672882	6
"NCOA5"	"0.105210262699822"	2.56057914669568	"DROSHA"	"chr20"	46068232.25	20
"MUC21"	"-0.10518756537694"	2.55965452656288	"DROSHA"	"chr6"	30985761.25	6
"GOLGA8N"	"-0.105161329010723"	2.55858595288995	"DROSHA"	"chr15"	32597184.1666667	15
"TDP2"	"0.105842831784687"	2.55429321823107	"DROSHA"	"chr6"	24664673.75	6
